planet_id,sign_id,desc
3,6,"恋多き社交派；
天秤座の守護星は金星ですから、その意味合いはより強く表れます。美男美女が多い配置でもあります。争いを嫌い、礼儀正しく社交的。人の気持ちを察することに長け、社交シーンではその力を存分に発揮します。そのためたくさんの人に愛され、敬意を受けるでしょう。
一方で、依頼心が強く、わがままな面があり、誘惑には弱いタイプ。異性遍歴を重ねやすい傾向も。
異性からの金運もあります。結婚によって地位や名声を得ることが多いでしょう。"
3,7,"独占欲の強い官能派；
蠍座の守護性である冥王星は、究極を表す星。つまり、愛情が極端に表れます。好き嫌いの感情が激しいため、自分が愛する分、同じだけの愛情を受けないと、相手を許すことができないのです。独占欲が強く、相手を無意識にコントロールしようとするところがあるため、嫉妬に悩まされることも多いです。性的欲望も強く、愛情表現としてセックスが重要になるでしょう。財政面も極端に表れ、よいか悪いかになります。スポンサーには恵まれ、遺産や相続などで大金を手に入れる人も。"
3,8,"フランクで潔い恋人；
射手座の守護星・木星の影響で、愛情は大らかでオープン。フランクで冒険的なので、早熟なタイプが多い配置です。好きな人にはストレートに気持ちを伝えますが、諦めも早いタイプ。誠実だけど、簡単に挫折します。理想を求めてさまよう傾向があり、""尊敬の対象""、""自分よりランク上""の相手との恋は、自分自身のグレードアップにもつながります。外国人とも縁があります。
金銭面はズボラです。どんぶり感情や見通しの甘さから損失を招きやすいので注意。"
3,9,"不器用な官能派；
山羊座の守護星・土星の影響から、愛情表現は上手ではありません。金星の持つ温かみが冷却されるイメージです。恋愛に対して猜疑心を抱きがちで、ロマンチックなムードにも欠けます。理性が働き、自分の性欲を抑え込む傾向がありますが、堰を切れば、自我を忘れるような極端な体験にハマることも。
愛情そのものは誠実で、変わらぬ愛を捧げるタイプ。一方で、打算のからんだ結婚をし、恋愛を野心に利用する場合も。
無駄を嫌う倹約家で、経済観念は優れています。"
3,10,"自由を確保する友愛主義者；
水瓶座の守護星・天王星の影響から、愛情表現はオリジナリティに富んでいます。友愛精神にあふれ、気さくでフランクですが、どこか相手との距離をとろうとするところがあります。情緒よりも理性が先行するため、愛は発展しにくく、むしろ人類愛を目指すタイプなのです。親密な関係であっても束縛を嫌い、自分の自由を確保しようとします。常識や因習にとらわれないので、周囲には奇妙な関係と映るでしょう。
金銭面への執着は薄いですが、判断は賢明です。"
3,11,"人を和ませるドリーマー；
魚座の守護星・海王星の要素が影響し、愛情表現は同情的で平和的です。人を和ませるタレント性もあります。人の気持ちに敏感で、傷ついた人を癒す力も。その反面、感情的で情に流されやすく、頼まれると断りきれないことも多いでしょう。
また、特定の相手に愛情を集中させないので、誰でも踏み込めるような隙が多いののも特徴。夢見がちで、常に人生に希望を抱いていますが、だまされやすいので気をつけたいところです。
金銭面は無頓着でルーズなので、管理能力を養いましょう。"
4,0,"せっかちでスリル大好き；
火星は牡羊座の守護星ですから、本来の星となり、行動力や闘争心が最もピュアに表れます。情熱的で大胆でエネルギッシュです。冒険心に富み、初めてのことにも果敢にチャレンジするタイプ。スリルやスピードを愛し、常に新しい刺激を求めます。セックスも激しめを好みます。
自信家で、他人のいいなりになるのが大嫌い。率先して行動していく人です。一方で、衝動的な行動が多く、せっかち。事故を起こしやすい傾向があるので、注意しましょう。"
4,1,"静かなる頑固者；
火星の攻撃力に牡牛座の忍耐力が加わり、火星の力はかなり減殺されます。行動はスローですが、粘り強い意志の持ち主。目標を掲げたら、着実に達成を目指します。普段は落ち着いていて怒りをあらわにしませんが、積もり積もると爆発するタイプです。
また、五感を活かした仕事に適正があり、芸術関係にも向きます。一方で、所有欲が強く、わがままで頑固。とくにお金儲けにエネルギーを注ぐ傾向が。そのため十分な収入を得ますが、支出も同様に大きくなります。"
4,2,"落ち着きのない話好き；
火星が双子座にあると、知的なエネルギーが顕著に。頭の回転が速く、鋭い反応やスピーディーな伝達力となって表れるのです。話し好きだけど、言葉による攻撃力や自己主張が強くなり、歯に衣着せぬ発言や、破壊的な論争で周囲を戸惑わせることも。移り気で落ち着きがなく、エネルギーを多方面で消費しがちですが、心身のバランスをとれれば最強です。
器用で多才。生活方針や環境が変わりがち。借金払いに苦しむことがありますが、なんとか切り抜けるでしょう。"
4,3,"気難しい小心者；
火星の攻撃力が蟹座の守護性・月によって、不安定に作用します。非常に感情的で、気難しく短期。行動は非論理的です。他人からの影響を受けやすく、自分の考えを覆すことも。不満がたまってイラつく人も多いでしょう。ひねくれたり反抗的になったりと、攻撃性が歪みがちです。また、親しい人には強気でも、知らない人には弱腰になります。
落ち着いた自分の居場所を築きたい願望が強く表れ、家族や愛する人を守るために攻撃的になることもありそうです。"
4,4,"怖いもの知らずの熱血派；
獅子座の守護星・太陽の自己アピール力が加わり、火星のエネルギーがさらに熱くなる配置です。謙虚さがなく、恐れを知りません。人から賞賛されたいという欲求と権威欲が旺盛で、目的意識も強め。そして、そのための努力は惜しみません。
物事に熱中しやすく、創造力が豊かなので、アイデアを次々に形にしていきます。一方で、粗野な傾向もあり、細かいことをチェックするのは苦手かも。
男性の場合、頼りがいがあるように映り、女性はがが強く勝ち気な印象に。"
4,5,"気の小さい批判者；
火星が乙女座に位置した場合、細部によく気がつき、優れた実務能力を持ちます。大きな責任を負い続ける力に欠けるため、事業を興すことや、トップの座に座る力量はありません。しかし、こまごましたことによく気がつき、面倒なことにも労を惜しみません。単調な作業も得意でしょう。
仕事熱心なだけに性急で、批判精神が過剰になりやすい傾向が。それは、火星の怒りを直接発散できないため。防衛本能として他人の落ち度を指摘し、自分を守っているからです。"
4,6,"エネルギッシュな社交家；
天秤座に火星がある配置は、その攻撃性を弱め、天秤座が大切にしている対人関係にエネルギーを割きます。論争的になる傾向もありますが、それは自分なりの美学を貫き、他人を説得したい欲望の強さゆえ。また、確固とした独立心に欠け、怪獣的ですが、共同作業では人の争いごとに巻き込まれるなどトラブルがついてまわりがちです。
活動的な社交家で、とくに異性との交流が多いため、恋愛面は幸運です。情熱的な恋愛をして早婚、もしくは勢いでの結婚もあるでしょう。"
4,7,"疲れを知らない支配者；
蠍座の守護星・冥王星の影響で、火星のエネルギーに究極の力が加わります。強い意志と鋭い決断力を持ち、記憶力も抜群。息抜きすることを知らないほど精力も旺盛です。ダメージを受けても回復力があり、セックスもパワフルでしょう。
目的を達成する実行力が高い一方で、激情にかられやすい傾向が。それらは残忍さ、嫉妬深さ、復讐心などにつながります。感受性が強く、洞察力もありますが、無意識に人を支配しようとする傾向があるので注意しましょう。"
4,8,"突拍子もない勇者；
射手座に位置していることで、火星の力が大らかに働き、軽快な行動力の持ち主に。自分の信念に基づき、旺盛な頭脳活動と情熱的な冒険力で物事を進めます。何事にも全力で取り組む一方で、物事を大袈裟にとらえたり、突然脇道にそれたりと、安定性に欠けるところも。
火星の攻撃性は肉体レベルで表れ、スポーツや旅行に向けられます。寛大ですが、ちょっとしたことでカッとなるなど、せっかちで抑制心に欠ける面も。ただし、その場で吐き出すので後は引きません。"
4,9,"ゆっくり進む野心家；
火星がこの1にあると、そのエネルギーは目的達成のために、無駄なく使われます。火星の攻撃性は、穏やかな野心として表れ、物質的欲望にも反映されるでしょう。集団の中で自分の資質を磨いたり、責任を全うしたり、自分を鍛え、努力に余念がありません。
慎重にして大胆。富や権力への追及も尽きないでしょう。高い知力を持ち、戦略は巧妙。学習スピードは遅いものの、着実に目的に近づきます。鋭い洞察力を持ち、几帳面で事業面もよく、成功を望めるでしょう。"
4,10,"自由を求める議論好き；
水瓶座の守護星・天王星の力が加わり、独創的で自分の自由を強く求めます。火星の持つ攻撃性は個人的な欲求というより、社会改革や束縛からの解放を求める行動に表れます。そのため目上の人や権力者に意見することも。すぐに論じる癖があり、物事を理論的に考えますが、理屈っぽくなりがちです。
また、感情に深入りすることを嫌い、他者への気配りに欠けて見えるかもしれません。突然ぶっきらぼうになり、独断に傾きやすい傾向も。怒りのツボが周囲と異なるのも特徴です。"
4,11,"移ろう自己犠牲の人；
情緒豊かな魚座の影響で、火星の攻撃力が感情的に表れます。感受性が豊かで他人の気持ちを読み取る力に優れるため、相手を傷つけたくないという気持ちが働きます。自己犠牲の精神も強いため、怒りは内に秘め、自分の欲求との間に葛藤が生まれやすいでしょう。
また、気が多すぎて考え方がまとまらない傾向も。努力の対象が定まらず、人生観も確固たるものがないことが多いでしょう。目的があっても適正な判断ができず、自暴自棄になることがあるかもしれません。"
5,0,"無謀なリーダー；
牡羊座の自我が木星によって拡大・発展され、寛大さと熱中する力を与えます。向上心が強く、自信に溢れ、情熱的で建設的な行動をします。何事にも積極的で、正義感と包容力も豊か。リーダーシップにも恵まれるでしょう。
自由への欲求が強く、高貴な精神と品性を持ちますが、自信過剰になりがちです。他人に対して警戒心を抱かないため、無謀な行動に出ることも。
浮き沈みもありますが、中年期から新しい人生に挑戦し、成功する人も多いでしょう。"
5,1,"贅沢を求める温厚派；
木星が牡牛座にあると、現実的な快楽を求める気持ちが強くなります。物質や金銭に恵まれることを求め、実際に豊かな生活を送れるでしょう。
肉体的な快楽や贅沢のためにお金を使うタイプ。お金の力で自分を増強しようとする気持ちが働くからです。人生の目的を物質的な成功に求める傾向もあり、芸術品や美食に関心が強くなります。
理性的で礼儀正しく、優れた判断力の持ち主。融通性もあり、温和で、五感を通して幸せを叶えていきます。"
5,2,"楽しいけれど極められない人；
木星の拡大作用が知的な面に表れます。知識欲が旺盛で、おしゃべり好き、自己宣伝欲も増強されます。木星のオープンさが多少抑えられ、細かいことに気が回る性質が強まります。
アイデア力にも優れ、ユーモアセンスもあり、周囲を楽しませることができます。そのため、深刻な問題を抱えていても、周囲には気づかれません。
多才で刺激と変化を楽しみ、新しいことにすぐ飛びつき、ヒットを生み出す可能性も。ただし、掘り下げることができないのが難点です。"
5,3,"慈悲深い気まぐれな人；
木製の精神的向上心が家庭や感情面に表れます。とても親切で寛大です。保護本能が強く、慈悲の心も豊か。とくに大切な仲間や家族を守ろうとする気持ちが強く、結果的にその恩恵も大きくなるのが特徴です。
直感力、想像力、記憶力に優れ、模倣の才能もあります。蟹座の守護性・月の影響から、落ち着かず、気まぐれな傾向も出てきます。
家庭を大事にする気持ちが強く、家事や育児も得意。家庭に関する仕事、人と接する仕事で成功しやすいでしょう。"
5,4,"度量のある演出家；
木星が獅子座に位置すると、にぎやかで華やかなムードを持ち、自分を印象づける能力が高い人となります。人を楽しませることが大好きで、人生をドラマチックに演出するのも得意でしょう。ただし、なんでも大袈裟にしてしまうので、いきすぎると""ビッグマウス""に見られる可能性も。
上品で威厳があり、活力にあふれ、善も悪もあるがままに受け入れる度量がありますが、尊大な面も。大きな事業に意欲を燃やし、トップの座に就くという野心も抱いています。"
5,5,"懐疑的な分析者；
木星のおおらかなエネルギーが抑えられ、乙女座の繊細さが際立ちます。細かいことを大袈裟に扱ったり、批判癖が強まったりする傾向が。情熱的ですが、興奮しやすく、感情面での本質が現れにくいのが特徴です。
一方で、分析力に優れ、緻密で実際的なタイプ。集めた知識や情報を、現実的に形にすることに情熱を注ぐため、教育の分野にも適性があります。親切で良心的なため、奉仕にも向くでしょう。ただし、すべてのことに理由がないと納得せず、懐疑的な面も表れます。"
5,6,"コンビを組んで羽ばたく人；
木星の積極的な特性が社交的な天秤座に放たれると、人にこだわりを持たなくなります。そのため親しみやすさと友好性がさらに高まる結果に。人との交際の中から社会性を学び、他人への協力も惜しみません。社交の中から人生の意味や価値観を見出そうとするのです。
反面、1人では幸せになり得ないという意味もあります。仕事でも、1人でやるより、パートナーシップを組んだ方がうまくいく傾向が。調和のとれた性格ですが、自信過剰になりやすいので謙虚さを心がけて。"
5,7,"強い感情と闘志を秘めた人；
木星の拡大力は蠍座の表す深い感情に授けられます。感受性が強く、探究心も旺盛。現実の背後にあるものを追究する、事実の原因を探るなど、物事の深い部分に関心を持ちます。
用心深く控えめで内省的。しかし、不屈の闘志を秘めています。感情が強すぎるがゆえ、いきなり荒々しい態度に出ることがあるので要注意。思慮に欠けるところがありますが、木星に保護され、傷つくことはあまりないでしょう。
また、人からお金を引き出す才に長け、財政面は有利です。"
5,8,"視野の広い楽天家；
射手座の守護星は木星なので、申し分のない配置です。木星の力が純化した形で働きます。明朗で楽天的でオープン。小さなことにはこだわらず、視野が広いのも特徴です。
また、向学心にあふれるため、文学、哲学、語学、法律学など関心事も幅広く、それらの方面で実力を発揮できます。束縛を嫌い、自由を愛する気持ちが強く、移動が多くなり、長期の旅行を好む傾向が。そのため外国とも縁があります。活動的なのでスポーツも大好きです。"
5,9,"先見の明がある保守派；
山羊座の守護星・土星が木星の拡大作用や発展力にブレーキをかけます。責任感が強く、常識的で現実的。加えて、注意深く控えめで、自制心も強いタイプです。外見も信念も保守的で、寛容さに欠けます。ときには否定的になり、深刻さが増すことも。思慮深い反面、強情で独善的な傾向をもたらします。
一方で、着実に努力を重ねることができ、先見の明もあります。真面目さが買われ、年長者との交際で幸運を招くでしょう。長期的な仕事ならば、どんな分野でも活躍できます。"
5,10,"型破りな博愛主義者；
水瓶座の守護星・天王星の力が加わり、リベラルな生き方を望むタイプになります。交友範囲は広く公平で、偏見がありません。他人に対して協力的なので、尊敬されることが多く、人脈も広いでしょう。
エキセントリックなユーモアセンスがあり、独創性が高いので、個性や特技を活かした職業で活躍できます。とくにメディア関係、写真、考古学、天文学、占星術などに適正があります。
人道主義者ですが、規律に対しては厳しくないので、ルーズになりやすい傾向があります。"
5,11,"慈悲深いヒーラー；
魚座の持つ同情心が木星によって拡大されます。他人の感情に敏感で、細やかに反応できるので、多くの人に好かれます。根本的に”癒しの力”を持っていて、人のために献身することで自分の心も満たされ、社会的成功もつかんでいくタイプ。医者、看護師、ヒーラーに多い配置です。
また、豊かなインスピレーションにより、芸術方面で力を発揮する人も。ただし、だまされやすい危うさもあるので、身長さが必要。海辺など自然と親しむと心が安定します。"
6,0,"用心深く高慢な人；
土星の持つ重々しい抑圧力が、牡羊座の積極的なエネルギーを抑え込みます。土星の忍耐力や慎重さが、プラスに作用せず、失敗を招くことになりやすいのです。それは、過度な用心深さが原因。考え込んで、計画が遅々として進まないことも。
高慢で短気なため、競争に負ける、二番手に甘んじることは大きな恐怖に。そのため自分より立場の弱い人に対して強く出る傾向があります。打たれ弱く、一度自信を失うと無気力になったり、反論したりも。指摘や助言にも耳を傾けましょう。
"
6,1,"鈍重な欲張り；
試練の星・土星が牡牛座になると、慎重さ、忍耐強さが顕著になります。石橋を叩いて渡る消極性も強くなり、自発的に動くことが苦手なタイプ。さらに鈍重さも加わりますが、長期戦に力を発揮するという強みも。
感情は安定していますが、寛容さや陽気さには欠け、五感も鈍くなります。真面目な反面こだわりが強く、度量の狭い態度に出ることも。
金銭や物に対して執着があり、それを失うことに恐怖心を抱きます。お金ではない真の価値を見つけることが大事です。
"
6,2,"不器用な堅実派；
双子の性質に土星の制限力が加わり、活発さや軽妙さは減殺されます。考え方は慎重で遅く、話し方や表現力は不器用に。知的で優秀な自分を活かせず、不安と恐れに悩ませることが多いでしょう。また、精神を集中させる鋭敏さに欠け、疑い深くなり、意地悪や偏屈な態度に出ることも。片意地を張って最終的に失敗を招く傾向がありますが、年を重ねるごとに知恵がついて安定します。
秩序だった考え方ができるので、実用的、現実的な分野で実力を発揮できます。"
6,3,"悲観的でナイーブ；
土星が蟹座に入っていると、感受性の強さが顕著になりますが、それを抑え込もうとする力も働くため、ストレスを抱えやすくなります。
世話好きで保護精神が豊かな反面、臆病で頑固。活力がなく、悲観的になりやすい傾向もあります。打算的な言動が出ると、人間関係を損なうので注意を。
また、家庭を安定させたいという強い願望があり、孤立に過度な不安を持ちます。その場合、家庭を築いて親になるという経験が自信につながり、心を強くさせてくれるでしょう。"
6,4,"殻を破れない弱腰の人；
抑圧の星・土星の影響で、獅子座本来の華やかなアピール力が弱まります。自己主張したいのに、どこかでブレーキをかけている自分がいます。注目されなかったときにプライドが傷つくことを恐れ、逆に自己否定してしまうことも。
誠実で意志が強いですが、他人から高御堂を抑制されると、怒りっぽくなります。それにより組織の雰囲気を壊すと、仕事で失敗するので注意を。また、独善的で、誇大妄想が強まる傾向も。プライドを捨て、素直になることを意識してみましょう。"
6,5,"細部にこだわる真面目な人；
乙女座の繊細さに土星の抑圧が加わると、細部に気を配り過ぎる傾向が。些細なことが気になって全体像を見失ったり、しなくてもいい労力をかけたりすることが多いでしょう。
真面目で頭も切れますが、制限と統制を求める気持ちが強くなり、理路整然、几帳面などという形で表れます。そのためマイルールに縛られ、日々のルーティンを崩されると、とたんに不安に。潔癖を求めるあまり他人の粗探しをするきらいがあり、人を窮屈にさせるので柔軟さが必要でしょう。"
6,6,"バランスをとれない孤独人；
天秤座に土星があることで、対人関係でのバランスの取り方が不器用になります。他人との距離感がわからず、相手が踏み込んでくると、急に冷淡になるなんてことも。人との交流に苦手意識を感じ、それがさみしさや憂鬱を招いているのに、それを自覚できません。
利益に関しては敏感で、地位や財産などの利益のために結婚を決断することも。他人との協力関係でも、利害のバランスを計ろうとする性質が強いでしょう。また、父親が圧迫的な存在になる人も。
"
6,7,"闇の中の野心家；
抑え込む力を持つ土星が蠍座にあると、ネガティブな感情に蓋をする傾向があります。そのため、圧力をかける、敵を許さない、報復行動に出る、冷酷になるなど、心の闇が強く表れます。しかし、自覚すれば大きく成長できるでしょう。
犠牲を払ってでも危険に挑戦する覚悟を持った人。反面、権力志向が強く、頑固で執拗。狡猾さから不評を買うなど、つまずくことも多いですが、時間をかければ人の心を掌握します。
他人の財産を管理する能力があり、遺産を相続する場合も。"
6,8,"控えめな晩成型；
射手座の大らかさを土星が抑制し、未来に向かって積極的に行動するという力を歪めます。知的能力に優れ、長期に渡って学問に取り組む勤勉差がある一方、独りよがりになりがち。高い精神の持ち主なのに、時に癇癪を起こすなど、展開はスムーズではないかも。
人間関係は遠慮がちで打ち解けるのに時間がかかりますが、友人も敵も愛せる人です。めったに感情を害することはありませんが、闘争を恐れない面も。年とともに落ち着きと威厳を増し、自由を手にするでしょう。
"
6,9,"慎重な長距離ランナー；
土星が山羊座で本来の座ですから、土星の持つ力が最良の形で表れます。野心が強く、長期的な計画と地道な努力によって、最後に成功を収めることができるでしょう。しかし、心のよりどころがないため、それを補うようにステイタスを求める傾向もあります。
無口で実直で、慎重。不平不満が多く、利己的な面もあり、人と打ち解けるのに時間がかかります。疑い深いので、孤独になりがち。他人の希望に無関心なので、大切な人ほど思いやる気持ちを忘れずに。"
6,10,"孤独な理想家；
水瓶座の自由な独創性が土星によって抑え込まれます。派手さはなく真面目。忍耐強く勤勉です。自分流の生き方をしますが、恒久的な価値に重きを置き、確信を得たら自分の意志を決して曲げません。
また、平等で自由な社会を作るという理想を持ちます。同じ目的を持つ人とは協力して取り組みますし、それで名声を得ることもできるでしょう。ただしそれは、周囲と争うことで孤独になることへの恐怖が根底にあるからです。社会で自分の個性を活かす道を模索してみて。"
6,11,"悲観的な博愛主義者；
自分より他人のことを優先しがち。その反面、人に利用されることを恐れ、他人と距離を置きたがります。持ち前の同情心や自己犠牲といった精神を働かせないと、自信の欠如につながり、希望を失って活気のない人生につながりかねません。
弁舌力や外交能力はあるものの、博愛精神を活かす場所がないと悲観的になりがち。狡猾で不正直な面もあり、その分、他人にもごまかされたり、味方が敵に回ったりすることも。不運を感じたら、純粋な奉仕の精神に立ちかえるといいでしょう。
"